GENE	0hr	1hr	3hr	24hr
chr16:62654217-62654247	0.170359	0.0210005	0.0019355	0.0241199
chr16:63433729-63433759	0.170359	0.042001	0.0580649	0.0361798
chr16:65118153-65118183	0.0851797	0.273007	0.135485	0.410038
chr16:66660887-66660917	0.00283932	0.189005	0.0774198	0.156779
chr16:66701095-66701125	0.00283932	0.042001	0.19355	0.0844196
chr16:67038224-67038254	0.198753	0.00210005	0.019355	0.0602997
chr16:67365052-67365082	0.00283932	0.042001	0.290324	0.132659
chr16:67380717-67380747	0.00283932	0.147004	0.19355	0.0241199
chr16:68087049-68087079	0.0283932	0.042001	0.174195	0.144719
chr16:68367170-68367200	0.0283932	0.147004	0.11613	0.277379
chr16:68962317-68962347	0.00283932	0.042001	0.174195	0.144719
chr16:69124157-69124187	0.170359	0.231006	0.309679	0.446218
chr16:69369042-69369072	0.170359	0.0210005	0.019355	0.00120599
chr16:69410301-69410331	0.283932	0.0840021	0.11613	0.0482398
chr16:69527245-69527275	0.0283932	0.00210005	0.174195	0.0723597
chr16:69531736-69531766	0.170359	0.00210005	0.019355	0.0602997
chr16:69655031-69655061	0.255539	0.042001	0.0580649	0.0602997
chr16:70340021-70340051	0.0851797	0.0630016	0.0387099	0.192959
chr16:70588653-70588683	0.00283932	0.189005	0.11613	0.180899
chr16:70653877-70653907	0.0283932	0.210005	0.0774198	0.229139
chr16:71816848-71816878	0.0567865	0.252006	0.0967748	0.325618
chr16:72644362-72644392	0.227146	0.00210005	0.0387099	0.0120599
chr16:72832734-72832764	0.0283932	0.0840021	0.0774198	0.205019
chr16:73199378-73199408	0.00283932	0.189005	0.0580649	0.132659
chr16:74481457-74481487	0.227146	0.042001	0.0774198	0.0120599
chr16:74826689-74826719	0.0567865	0.126003	0.11613	0.205019
chr16:75322900-75322930	0.369112	0.0630016	0.174195	0.180899
chr16:75403070-75403100	0.198753	0.273007	0.290324	0.373858
chr16:77468995-77469025	0.0283932	0.0840021	0.0774198	0.180899
chr16:77579863-77579893	0.00283932	0.0210005	0.174195	0.0602997
chr16:78144360-78144390	0.198753	0.042001	0.0019355	0.0482398
chr16:78148363-78148393	0.00283932	0.0630016	0.0967748	0.192959
chr16:78437528-78437558	0.0283932	0.315008	0.290324	0.217079
chr16:79080971-79081001	0.227146	0.0630016	0.019355	0.0241199
chr16:80152040-80152070	0.00283932	0.126003	0.0774198	0.217079
chr16:80526590-80526620	0.539471	0.378009	0.232259	0.446218
chr16:80763275-80763305	0.00283932	0.0630016	0.19355	0.108539
chr16:80775099-80775129	0.255539	0.00210005	0.0387099	0.0361798
chr16:80780313-80780343	0.255539	0.0210005	0.0580649	0.0602997
chr16:80844077-80844107	0.255539	0.0210005	0.0019355	0.0241199
chr16:81723280-81723310	0.511078	0.39901	0.135485	0.482398
chr16:82900741-82900771	0.227146	0.0630016	0.0774198	0.0964795
chr16:84506580-84506610	0.113573	0.315008	0.174195	0.397978
chr16:85050689-85050719	0.227146	0.0630016	0.0387099	0.0361798
chr16:85056415-85056445	0.0283932	0.0840021	0.0774198	0.192959
chr16:85245777-85245807	0.0567865	0.0840021	0.174195	0.241199
chr16:86828539-86828569	0.198753	0.0840021	0.0019355	0.0844196
chr16:87407658-87407688	0.0283932	0.0840021	0.0387099	0.180899
chr16:87871723-87871753	0.255539	0.168004	0.0387099	0.217079
chr16:87877979-87878009	0.00283932	0.042001	0.019355	0.180899
chr16:89333905-89333935	0.0567865	0.126003	0.135485	0.241199
chr16:89425809-89425839	0.0283932	0.0210005	0.0387099	0.180899
chr17:879770-879800	0.00283932	0.105003	0.0967748	0.192959
chr17:1784162-1784192	0.0851797	0.315008	0.11613	0.277379
chr17:2054537-2054567	0.00283932	0.042001	0.0774198	0.205019
chr17:2598350-2598380	0.0567865	0.294007	0.135485	0.205019
chr17:2644650-2644680	0.255539	0.042001	0.019355	0.0482398
chr17:2682035-2682065	0.227146	0.105003	0.0387099	0.00120599
chr17:2812419-2812449	0.00283932	0.168004	0.15484	0.192959
chr17:2965954-2965984	0.227146	0.0210005	0.0774198	0.132659
chr17:4332459-4332489	0.0283932	0.126003	0.15484	0.229139
chr17:4338583-4338613	0.227146	0.00210005	0.11613	0.0241199
chr17:4347920-4347950	0.198753	0.0210005	0.0387099	0.0120599
chr17:4626138-4626168	0.340719	0.273007	0.11613	0.349738
chr17:5049946-5049976	0.00283932	0.231006	0.0774198	0.192959
chr17:5308131-5308161	0.198753	0.105003	0.0019355	0.0964795
chr17:5625267-5625297	0.198753	0.00210005	0.0387099	0.0482398
chr17:6398230-6398260	0.00283932	0.0210005	0.19355	0.00120599
chr17:6476336-6476366	0.227146	0.042001	0.0387099	0.0361798
chr17:7745937-7745967	0.0567865	0.147004	0.11613	0.277379
chr17:7822878-7822908	0.511078	0.42001	0.135485	0.422098
chr17:7897945-7897975	0.00283932	0.294007	0.11613	0.313559
chr17:7940543-7940573	0.227146	0.042001	0.0019355	0.0602997
chr17:7988902-7988932	0.596258	0.210005	0.309679	0.361798
chr17:8125782-8125812	0.227146	0.0630016	0.019355	0.0964795
chr17:8135095-8135125	0.00283932	0.210005	0.0580649	0.0120599
chr17:8285034-8285064	0.170359	0.00210005	0.0019355	0.0361798
chr17:8687895-8687925	0.0567865	0.042001	0.0967748	0.217079
chr17:11880900-11880930	0.00283932	0.231006	0.135485	0.265319
chr17:12041511-12041541	0.00283932	0.147004	0.0774198	0.229139
chr17:12072457-12072487	0.198753	0.0630016	0.0387099	0.0120599
chr17:12180861-12180891	0.766617	0.588015	0.329034	0.723597
chr17:14706357-14706387	0.227146	0.0630016	0.0387099	0.0241199
chr17:15818735-15818765	0.0567865	0.105003	0.0387099	0.180899
chr17:15828870-15828900	0.0567865	0.0210005	0.11613	0.217079
chr17:16817643-16817673	0.227146	0.042001	0.0019355	0.0361798
chr17:17045410-17045440	0.0283932	0.210005	0.0967748	0.108539
chr17:17355086-17355116	0.0567865	0.273007	0.212905	0.410038
chr17:17919335-17919365	0.340719	0.105003	0.174195	0.108539
chr17:18646768-18646798	0.227146	0.0210005	0.0580649	0.108539
chr17:19338266-19338296	0.0283932	0.168004	0.0580649	0.205019
chr17:19569969-19569999	0.00283932	0.168004	0.0387099	0.0844196
chr17:19662613-19662643	0.227146	0.00210005	0.019355	0.0361798
chr17:19695613-19695643	0.255539	0.00210005	0.019355	0.0723597
chr17:22521383-22521413	25.27	12.0543	12.8323	14.7734
chr17:23016304-23016334	1.98753	1.51204	1.5484	1.08539
chr17:25074449-25074479	0.369112	0.0840021	0.174195	0.0361798
chr17:25920186-25920216	2.58378	1.97405	1.72259	1.47131
chr17:26594887-26594917	1.73199	1.13403	1.39356	0.699477
chr17:26603864-26603894	1.05055	0.630016	0.716133	0.434158
chr17:26603912-26603942	1.59002	1.19703	1.02581	0.916556
chr17:26620021-26620051	4.14541	2.52006	2.51614	1.86929
chr17:26768145-26768175	0.255539	0.042001	0.174195	0.253259
chr17:26885770-26885800	3.20843	2.47806	2.18711	1.59191
chr17:28087165-28087195	0.198753	0.00210005	0.0580649	0.0241199
chr17:28530236-28530266	0.198753	0.042001	0.0774198	0.0241199
chr17:28594109-28594139	0.255539	0.0630016	0.0387099	0.0361798
chr17:28599696-28599726	0.0283932	0.210005	0.0967748	0.144719
chr17:28763848-28763878	0.283932	0.315008	0.0967748	0.241199
chr17:28876719-28876749	0.227146	0.0840021	0.0019355	0.0482398
chr17:29133258-29133288	0.0283932	0.042001	0.212905	0.0482398
chr17:29241098-29241128	0.0567865	0.0630016	0.15484	0.192959
chr17:29413169-29413199	0.227146	0.0840021	0.135485	0.168839
chr17:29872293-29872323	0.0283932	0.0840021	0.15484	0.277379
chr17:29927786-29927816	0.0851797	0.231006	0.232259	0.265319
chr17:31526443-31526473	0.227146	0.189005	0.0019355	0.168839
chr17:31974684-31974714	0.0567865	0.231006	0.15484	0.301499
chr17:32350929-32350959	0.00283932	0.210005	0.0580649	0.0482398
chr17:32409454-32409484	0.255539	0.0840021	0.0967748	0.0482398
chr17:32468517-32468547	0.198753	0.042001	0.019355	0.0241199
chr17:32551376-32551406	0.0283932	0.168004	0.15484	0.241199
chr17:32855177-32855207	0.0567865	0.042001	0.174195	0.229139
chr17:32879918-32879948	0.198753	0.00210005	0.019355	0.0361798
chr17:32924127-32924157	0.227146	0.0210005	0.0774198	0.108539
chr17:33674744-33674774	0.0283932	0.189005	0.15484	0.301499
chr17:34276092-34276122	0.255539	0.0840021	0.0387099	0.325618
chr17:34361693-34361723	0.00283932	0.0210005	0.11613	0.156779
chr17:34510861-34510891	0.00283932	0.168004	0.019355	0.0120599
chr17:34915348-34915378	0.198753	0.0210005	0.0387099	0.0120599
chr17:35264124-35264154	0.00283932	0.0840021	0.212905	0.0844196
chr17:35632866-35632896	0.198753	0.00210005	0.019355	0.0602997
chr17:39178635-39178665	0.425898	0.147004	0.0967748	0.241199
chr17:39931552-39931582	0.255539	0.00210005	0.0387099	0.120599
chr17:42002968-42002998	0.0283932	0.210005	0.19355	0.192959
chr17:42180280-42180310	0.0567865	0.105003	0.11613	0.180899
chr17:42347441-42347471	0.00283932	0.0630016	0.0774198	0.192959
chr17:43012878-43012908	0.170359	0.042001	0.019355	0.0482398
chr17:43179309-43179339	0.255539	0.042001	0.0774198	0.0361798
chr17:43309902-43309932	0.0283932	0.0840021	0.11613	0.229139
chr17:43334379-43334409	0.312325	0.231006	0.0387099	0.289439
chr17:43694534-43694564	0.255539	0.042001	0.11613	0.289439
chr17:44066885-44066915	0.227146	0.0210005	0.019355	0.0602997
chr17:44863349-44863379	0.00283932	0.0840021	0.0774198	0.168839
chr17:45000396-45000426	0.0283932	0.210005	0.0580649	0.0361798
chr17:47296465-47296495	0.170359	0.00210005	0.0019355	0.0120599
chr17:47339900-47339930	0.227146	0.126003	0.019355	0.108539
chr17:47567463-47567493	0.170359	0.0630016	0.0387099	0.0120599
chr17:47802563-47802593	0.141966	0.546014	0.425809	0.470338
chr17:48050645-48050675	0.00283932	0.210005	0.0580649	0.120599
chr17:48181801-48181831	0.0567865	0.105003	0.135485	0.217079
chr17:48351993-48352023	0.0567865	0.252006	0.290324	0.265319
chr17:48416045-48416075	0.00283932	0.0840021	0.0774198	0.180899
chr17:48497297-48497327	0.0567865	0.147004	0.11613	0.205019
chr17:48687023-48687053	0.198753	0.105003	0.019355	0.108539
chr17:48884844-48884874	0.141966	0.315008	0.290324	0.446218
chr17:48890691-48890721	0.198753	0.042001	0.0019355	0.0482398
chr17:48995540-48995570	0.0283932	0.231006	0.135485	0.132659
chr17:49319207-49319237	0.00283932	0.042001	0.15484	0.0844196
chr17:49688135-49688165	0.00283932	0.0840021	0.0774198	0.192959
chr17:50396321-50396351	0.0283932	0.168004	0.0387099	0.229139
chr17:50482722-50482752	0.255539	0.0210005	0.0580649	0.120599
chr17:50492042-50492072	0.0567865	0.0840021	0.15484	0.0482398
chr17:50499974-50500004	0.198753	0.00210005	0.0774198	0.0482398
chr17:50695261-50695291	0.0283932	0.231006	0.174195	0.277379
chr17:50892931-50892961	0.198753	0.0630016	0.019355	0.0241199
chr17:51028798-51028828	0.227146	0.0630016	0.0580649	0.0120599
chr17:51087627-51087657	0.255539	0.0630016	0.0580649	0.0361798
chr17:51169150-51169180	0.198753	0.042001	0.019355	0.0120599
chr17:53146108-53146138	0.198753	0.00210005	0.0019355	0.0241199
chr17:55109239-55109269	0.00283932	0.105003	0.174195	0.0844196
chr17:55116726-55116756	0.0283932	0.042001	0.135485	0.277379
chr17:55239345-55239375	0.198753	0.0210005	0.0387099	0.0482398
chr17:55290478-55290508	0.00283932	0.042001	0.19355	0.0361798
chr17:55585812-55585842	0.0283932	0.294007	0.19355	0.205019
chr17:56222443-56222473	0.00283932	0.126003	0.0774198	0.144719
chr17:56756699-56756729	0.00283932	0.189005	0.19355	0.156779
chr17:57254108-57254138	0.227146	0.0210005	0.0774198	0.120599
chr17:57295598-57295628	0.00283932	0.210005	0.212905	0.217079
chr17:57480942-57480972	0.00283932	0.147004	0.174195	0.192959
chr17:57481023-57481053	0.0283932	0.252006	0.0387099	0.192959
chr17:57537639-57537669	0.00283932	0.189005	0.19355	0.217079
chr17:57734204-57734234	0.00283932	0.105003	0.19355	0.0361798
chr17:58098692-58098722	0.0283932	0.0630016	0.19355	0.120599
chr17:58474199-58474229	0.227146	0.0210005	0.0387099	0.0120599
chr17:59081854-59081884	0.198753	0.00210005	0.0019355	0.0602997
chr17:59287776-59287806	0.0283932	0.042001	0.0580649	0.168839
chr17:59396253-59396283	0.0283932	0.189005	0.0019355	0.0964795
chr17:59404553-59404583	0.255539	0.042001	0.0019355	0.0482398
chr17:59769965-59769995	0.0567865	0.294007	0.15484	0.265319
chr17:59952887-59952917	0.227146	0.042001	0.0580649	0.0361798
chr17:60065324-60065354	0.255539	0.0210005	0.135485	0.120599
chr17:60500425-60500455	0.198753	0.0210005	0.019355	0.0723597
chr17:60577719-60577749	0.0283932	0.147004	0.290324	0.277379
chr17:61159638-61159668	0.00283932	0.210005	0.0580649	0.0602997
chr17:61592137-61592167	0.00283932	0.042001	0.0967748	0.180899
chr17:61837392-61837422	0.539471	0.252006	0.212905	0.434158
chr17:61872718-61872748	0.283932	0.0840021	0.11613	0.0361798
chr17:62548157-62548187	0.227146	0.00210005	0.0580649	0.0482398
chr17:62579834-62579864	0.198753	0.0840021	0.0967748	0.0241199
chr17:62743003-62743033	0.255539	0.042001	0.019355	0.0120599
chr17:62824946-62824976	0.00283932	0.042001	0.174195	0.205019
chr17:62988641-62988671	0.198753	0.00210005	0.0774198	0.120599
chr17:63498395-63498425	0.198753	0.0210005	0.019355	0.0241199
chr17:63784187-63784217	0.0283932	0.042001	0.19355	0.0361798
chr17:64299198-64299228	0.255539	0.0210005	0.0387099	0.0723597
chr17:64448811-64448841	0.00283932	0.105003	0.232259	0.0602997
chr17:64461083-64461113	0.198753	0.0210005	0.019355	0.0482398
chr17:64582530-64582560	0.198753	0.00210005	0.0387099	0.0241199
chr17:66230508-66230538	0.00283932	0.231006	0.0387099	0.132659
chr17:67076958-67076988	0.227146	0.042001	0.019355	0.0361798
chr17:67312514-67312544	0.0567865	0.126003	0.0967748	0.180899
chr17:67529148-67529178	0.227146	0.0840021	0.019355	0.0964795
chr17:67530586-67530616	0.170359	0.00210005	0.0774198	0.0602997
chr17:67691159-67691189	0.198753	0.0210005	0.0580649	0.00120599
chr17:67995283-67995313	0.00283932	0.147004	0.135485	0.192959
chr17:68414117-68414147	0.0283932	0.315008	0.174195	0.120599
chr17:68494142-68494172	0.198753	0.0630016	0.0387099	0.0241199
chr17:68998509-68998539	0.198753	0.0210005	0.0019355	0.0361798
chr17:69061091-69061121	0.0283932	0.210005	0.0387099	0.0964795
chr17:69300129-69300159	0.227146	0.042001	0.0387099	0.0241199
chr17:69523439-69523469	0.0283932	0.147004	0.232259	0.289439
chr17:69818089-69818119	0.00283932	0.0630016	0.0580649	0.180899
chr17:69953886-69953916	0.227146	0.00210005	0.0580649	0.00120599
chr17:69957119-69957149	0.198753	0.0840021	0.0019355	0.0844196
chr17:70022396-70022426	0.255539	0.0210005	0.0967748	0.0361798
chr17:70256208-70256238	0.00283932	0.0630016	0.0580649	0.217079
chr17:70622590-70622620	0.0567865	0.210005	0.019355	0.277379
chr17:75065910-75065940	0.0283932	0.105003	0.11613	0.144719
chr17:75157105-75157135	0.198753	0.0630016	0.0774198	0.0241199
chr17:75167368-75167398	0.227146	0.0630016	0.0774198	0.0602997
chr17:76005746-76005776	0.0567865	0.105003	0.174195	0.385918
chr17:76053752-76053782	0.00283932	0.126003	0.19355	0.120599
chr17:76174990-76175020	0.00283932	0.0840021	0.0580649	0.180899
chr17:76427737-76427767	0.00283932	0.147004	0.0580649	0.180899
chr17:76547510-76547540	0.141966	0.378009	0.270969	0.385918
chr17:77842780-77842810	0.0567865	0.231006	0.270969	0.0844196
chr17:78014043-78014073	0.170359	0.273007	0.174195	0.385918
chr17:78059160-78059190	0.0283932	0.168004	0.0967748	0.205019
chr17:78381896-78381926	0.00283932	0.231006	0.019355	0.108539
chr17:78535667-78535697	0.0283932	0.168004	0.0774198	0.253259
chr17:78808282-78808312	0.00283932	0.189005	0.0967748	0.180899
chr17:78819180-78819210	0.0283932	0.168004	0.0967748	0.205019
chr17:78986156-78986186	0.00283932	0.168004	0.0967748	0.217079
chr17:79659018-79659048	0.0283932	0.273007	0.174195	0.253259
chr17:79728771-79728801	0.113573	0.315008	0.270969	0.410038
chr17:79775479-79775509	0.255539	0.105003	0.019355	0.0120599
chr17:80344436-80344466	0.0283932	0.273007	0.174195	0.373858
chr17:82126378-82126408	0.198753	0.00210005	0.0774198	0.0964795
chr17:82154045-82154075	0.0283932	0.0840021	0.135485	0.265319
chr17:82531736-82531766	0.00283932	0.189005	0.19355	0.144719
chr18:133481-133511	0.00283932	0.210005	0.0774198	0.0723597
chr18:618817-618847	0.198753	0.00210005	0.0019355	0.0241199
chr18:839760-839790	0.0283932	0.105003	0.11613	0.168839
chr18:2337746-2337776	0.0567865	0.252006	0.19355	0.349738
chr18:2516388-2516418	0.0567865	0.105003	0.0774198	0.180899
chr18:2828961-2828991	0.227146	0.00210005	0.0387099	0.0602997
chr18:3008015-3008045	0.198753	0.0630016	0.0019355	0.132659
chr18:3999059-3999089	0.340719	0.00210005	0.0580649	0.0844196
chr18:5449019-5449049	0.198753	0.0210005	0.0019355	0.0844196
chr18:7623477-7623507	0.198753	0.0630016	0.0387099	0.0964795
chr18:7790155-7790185	0.227146	0.0210005	0.0774198	0.0120599
chr18:7982134-7982164	0.198753	0.0840021	0.0580649	0.0361798
chr18:8469956-8469986	0.0283932	0.042001	0.15484	0.205019
chr18:8635275-8635305	0.0283932	0.231006	0.15484	0.301499
chr18:8735140-8735170	0.198753	0.00210005	0.019355	0.0723597
chr18:9148118-9148148	0.0567865	0.294007	0.19355	0.265319
chr18:9449034-9449064	0.198753	0.0630016	0.0019355	0.0602997
chr18:10094304-10094334	0.113573	0.189005	0.15484	0.361798
chr18:10227509-10227539	0.255539	0.126003	0.0387099	0.120599
chr18:12079815-12079845	0.0567865	0.147004	0.11613	0.192959
chr18:12496255-12496285	0.00283932	0.0630016	0.174195	0.0723597
chr18:13022808-13022838	0.227146	0.0210005	0.019355	0.0241199
chr18:13684744-13684774	0.198753	0.0210005	0.0019355	0.0723597
chr18:21100313-21100343	0.0851797	0.147004	0.174195	0.265319
chr18:21451115-21451145	0.227146	0.042001	0.019355	0.0964795
chr18:21571966-21571996	0.0283932	0.105003	0.19355	0.108539
chr18:21897897-21897927	0.0851797	0.210005	0.15484	0.361798
chr18:22386012-22386042	0.00283932	0.105003	0.0774198	0.205019
chr18:22668264-22668294	0.0567865	0.273007	0.0774198	0.0964795
chr18:23361262-23361292	0.283932	0.105003	0.0387099	0.192959
chr18:23626463-23626493	0.227146	0.168004	0.019355	0.229139
chr18:23626789-23626819	0.0567865	0.105003	0.0774198	0.180899
chr18:23630719-23630749	0.170359	0.0210005	0.0387099	0.0723597
chr18:23829164-23829194	0.255539	0.042001	0.0580649	0.0844196
chr18:23958411-23958441	0.198753	0.0630016	0.019355	0.0120599
chr18:24030353-24030383	0.198753	0.105003	0.0019355	0.0361798
chr18:24096370-24096400	0.198753	0.0210005	0.019355	0.0844196
chr18:24628309-24628339	0.0283932	0.0840021	0.0387099	0.192959
chr18:25234305-25234335	0.0283932	0.0630016	0.0774198	0.265319
chr18:25261431-25261461	0.227146	0.0210005	0.019355	0.0120599
chr18:25853906-25853936	0.0283932	0.336008	0.19355	0.168839
chr18:28599256-28599286	0.227146	0.0630016	0.0019355	0.0241199
chr18:28651002-28651032	0.00283932	0.126003	0.0774198	0.229139
chr18:28736075-28736105	0.0283932	0.168004	0.232259	0.144719
chr18:29132394-29132424	0.227146	0.042001	0.0580649	0.0120599
chr18:31852931-31852961	0.227146	0.0210005	0.0774198	0.108539
chr18:32120620-32120650	0.170359	0.042001	0.019355	0.0602997
chr18:32137693-32137723	0.198753	0.00210005	0.019355	0.0482398
chr18:33014030-33014060	0.198753	0.00210005	0.0580649	0.0482398
chr18:33673867-33673897	0.255539	0.042001	0.0580649	0.132659
chr18:34593214-34593244	0.00283932	0.252006	0.0387099	0.0844196
chr18:34822040-34822070	0.170359	0.0210005	0.0019355	0.0482398
chr18:34934284-34934314	0.227146	0.0210005	0.0019355	0.0241199
chr18:35014487-35014517	0.198753	0.0210005	0.0019355	0.0602997
chr18:35325404-35325434	0.0283932	0.105003	0.019355	0.301499
chr18:36396579-36396609	0.227146	0.00210005	0.0387099	0.0120599
chr18:37040229-37040259	0.0283932	0.189005	0.019355	0.0241199
chr18:42030762-42030792	0.0851797	0.126003	0.174195	0.301499
chr18:43564004-43564034	0.227146	0.231006	0.0580649	0.108539
chr18:43587754-43587784	0.0567865	0.294007	0.232259	0.325618
chr18:44047817-44047847	0.00283932	0.0840021	0.0967748	0.168839
chr18:44079912-44079942	0.255539	0.0210005	0.0580649	0.108539
chr18:44244903-44244933	0.198753	0.0210005	0.0019355	0.0120599
chr18:44991366-44991396	0.227146	0.00210005	0.0387099	0.0241199
chr18:45275670-45275700	0.113573	0.378009	0.212905	0.289439
chr18:45785418-45785448	0.0283932	0.0840021	0.0967748	0.180899
chr18:47952732-47952762	0.255539	0.0630016	0.0580649	0.0723597
chr18:47968426-47968456	0.198753	0.0210005	0.0019355	0.0120599
chr18:48956055-48956085	0.227146	0.042001	0.019355	0.120599
chr18:49669076-49669106	0.00283932	0.00210005	0.11613	0.144719
chr18:49736605-49736635	0.198753	0.00210005	0.0387099	0.0361798
chr18:49796304-49796334	0.255539	0.042001	0.0774198	0.192959
chr18:49933753-49933783	0.227146	0.273007	0.0580649	0.229139
chr18:51096360-51096390	0.198753	0.0210005	0.019355	0.00120599
chr18:54209465-54209495	0.227146	0.0210005	0.0774198	0.229139
chr18:54251206-54251236	0.0567865	0.147004	0.19355	0.0602997
chr18:55343632-55343662	0.255539	0.105003	0.0580649	0.132659
chr18:55856497-55856527	0.0283932	0.0210005	0.0580649	0.180899
chr18:55859636-55859666	0.198753	0.00210005	0.019355	0.0241199
chr18:56792910-56792940	0.255539	0.042001	0.0967748	0.0602997
chr18:57024696-57024726	0.340719	0.0630016	0.11613	0.0844196
chr18:58245550-58245580	0.255539	0.042001	0.0774198	0.0120599
chr18:58396951-58396981	0.227146	0.0840021	0.019355	0.0241199
chr18:59988277-59988307	0.170359	0.252006	0.251614	0.458278
chr18:60618848-60618878	0.170359	0.0210005	0.0387099	0.0120599
chr18:60693663-60693693	0.0851797	0.147004	0.11613	0.253259
chr18:61789157-61789187	0.170359	0.042001	0.019355	0.0602997
chr18:62191323-62191353	0.0283932	0.210005	0.212905	0.289439
chr18:62445581-62445611	0.198753	0.0210005	0.0387099	0.0120599
chr18:62586348-62586378	0.00283932	0.126003	0.0387099	0.192959
chr18:62676654-62676684	0.198753	0.0210005	0.0387099	0.0241199
chr18:62829091-62829121	0.283932	0.0840021	0.11613	0.132659
chr18:63405523-63405553	0.255539	0.00210005	0.0019355	0.0241199
chr18:63506210-63506240	0.113573	0.483012	0.270969	0.385918
chr18:63516206-63516236	0.198753	0.0210005	0.019355	0.0241199
chr18:64046735-64046765	0.00283932	0.00210005	0.19355	0.0482398
chr18:67783798-67783828	0.0283932	0.042001	0.212905	0.205019
chr18:68967799-68967829	0.198753	0.0630016	0.0019355	0.0120599
chr18:70132518-70132548	0.227146	0.0840021	0.019355	0.0723597
chr18:71006623-71006653	0.170359	0.042001	0.019355	0.0241199
chr18:71016560-71016590	0.198753	0.00210005	0.0387099	0.0120599
chr18:71322500-71322530	0.00283932	0.105003	0.212905	0.0844196
chr18:74722421-74722451	0.0283932	0.0630016	0.135485	0.253259
chr18:74770993-74771023	0.198753	0.00210005	0.0774198	0.0241199
chr18:76709959-76709989	0.0851797	0.231006	0.15484	0.277379
chr18:76805307-76805337	0.0567865	0.105003	0.11613	0.180899
chr18:78116169-78116199	0.227146	0.0840021	0.019355	0.0361798
chr18:79930250-79930280	0.0567865	0.210005	0.0774198	0.337678
chr19:351292-351322	0.227146	0.00210005	0.0387099	0.0482398
chr19:1249802-1249832	0.0283932	0.105003	0.135485	0.217079
chr19:1597111-1597141	0.00283932	0.189005	0.019355	0.0482398
chr19:1745655-1745685	0.0283932	0.168004	0.0387099	0.205019
chr19:1837778-1837808	0.00283932	0.168004	0.0580649	0.192959
chr19:3126140-3126170	0.0283932	0.189005	0.135485	0.156779
chr19:3244191-3244221	0.0851797	0.273007	0.174195	0.325618
chr19:3459102-3459132	0.00283932	0.189005	0.0774198	0.180899
chr19:3509798-3509828	0.0283932	0.210005	0.0580649	0.0844196
chr19:4523457-4523487	0.0283932	0.252006	0.15484	0.241199
chr19:4871513-4871543	0.227146	0.105003	0.0387099	0.0241199
chr19:5572378-5572408	0.198753	0.00210005	0.0387099	0.0602997
chr19:5773925-5773955	0.00283932	0.0840021	0.212905	0.253259
chr19:5791249-5791279	0.0283932	0.189005	0.232259	0.217079
chr19:7629653-7629683	0.00283932	0.0630016	0.0580649	0.205019
chr19:8488999-8489029	0.0283932	0.042001	0.212905	0.0482398
chr19:9876805-9876835	0.00283932	0.0840021	0.174195	0.0361798
chr19:10099157-10099187	0.0567865	0.168004	0.11613	0.205019
chr19:10583556-10583586	0.0283932	0.189005	0.0580649	0.108539
chr19:10858412-10858442	0.0567865	0.294007	0.212905	0.156779
chr19:11529205-11529235	0.00283932	0.210005	0.11613	0.0844196
chr19:12162929-12162959	0.00283932	0.231006	0.0774198	0.108539
chr19:12189217-12189247	0.227146	0.00210005	0.0019355	0.0361798
chr19:12724013-12724043	0.00283932	0.0630016	0.0580649	0.192959
chr19:12965087-12965117	0.0851797	0.210005	0.15484	0.132659
chr19:13721410-13721440	0.141966	0.210005	0.270969	0.422098
chr19:14461008-14461038	0.198753	0.0840021	0.019355	0.0361798
chr19:16739737-16739767	0.00283932	0.042001	0.0967748	0.192959
chr19:17223701-17223731	0.00283932	0.042001	0.0019355	0.217079
chr19:17297688-17297718	0.227146	0.042001	0.0387099	0.0844196
chr19:17784542-17784572	0.141966	0.294007	0.425809	0.434158
chr19:18113126-18113156	0.0283932	0.0630016	0.11613	0.168839
chr19:19489347-19489377	0.0567865	0.105003	0.0580649	0.180899
chr19:21089015-21089045	0.170359	0.0210005	0.0019355	0.0120599
chr19:27403701-27403731	0.227146	0.00210005	0.019355	0.0241199
chr19:32464351-32464381	0.141966	0.39901	0.251614	0.542697
chr19:32504090-32504120	0.227146	0.042001	0.0774198	0.0482398
chr19:33118087-33118117	0.00283932	0.126003	0.19355	0.0602997
chr19:33416378-33416408	0.397505	0.168004	0.0774198	0.229139
chr19:34919681-34919711	0.312325	0.0210005	0.019355	0.0361798
chr19:34982426-34982456	0.227146	0.0210005	0.0580649	0.0361798
chr19:35050814-35050844	0.227146	0.0630016	0.0019355	0.0482398
chr19:35090672-35090702	0.0567865	0.147004	0.11613	0.180899
chr19:35651604-35651634	0.198753	0.042001	0.0019355	0.0723597
chr19:35662985-35663015	0.198753	0.00210005	0.11613	0.0844196
chr19:35748262-35748292	0.00283932	0.0630016	0.232259	0.156779
chr19:35879795-35879825	0.198753	0.00210005	0.019355	0.0241199
chr19:37293703-37293733	0.283932	0.126003	0.11613	0.0120599
chr19:37293820-37293850	0.255539	0.0630016	0.0774198	0.0361798
chr19:37965083-37965113	0.227146	0.042001	0.0387099	0.0241199
chr19:39078882-39078912	0.227146	0.00210005	0.135485	0.0844196
chr19:39542378-39542408	0.0283932	0.0630016	0.212905	0.253259
chr19:40222145-40222175	0.255539	0.126003	0.0580649	0.192959
chr19:41272951-41272981	0.00283932	0.105003	0.15484	0.156779
chr19:41448787-41448817	0.255539	0.042001	0.0580649	0.0602997
